SequenceID	MarkerGene	mOTU	mOTU linkage Group Name
V1.UC14-0_revised_scaffold3582_3_gene9364	COG0172	COG0172.OTUcal.v2.1611	motu_linkage_group_95
V1.UC6-0_revised_scaffold79290_7_gene55430	COG0016	COG0016.OTUcal.v2.1771	motu_linkage_group_126
158883629-stool1_revised_C131300_1_gene25189	COG0215	COG0215.OTUcal.v2.1881	motu_linkage_group_176
708616.MGF_5136	COG0012	COG0012.OTUcal.v2.407	-
338966.Ppro_1099	COG0541	COG0541.OTUcal.v2.1511	-
911045.PSE_3484	COG0525	COG0525.OTUcal.v2.1182	-
910310.HMPREF9402_1919	COG0552	COG0552.OTUcal.v2.1066	motu_linkage_group_784
MH0026_revised_scaffold6574_7_gene23426	COG0016	COG0016.OTUcal.v2.1742	motu_linkage_group_284
763577454-stool1_revised_scaffold55775_1_gene174205	COG0012	COG0012.OTUcal.v2.1801	motu_linkage_group_191
910310.HMPREF9402_1917	COG0541	COG0541.OTUcal.v2.1066	motu_linkage_group_784
MH0006_revised_scaffold191378_3_gene48677	COG0012	COG0012.OTUcal.v2.1872	-
MH0082_revised_scaffold5662_3_gene10876	COG0012	COG0012.OTUcal.v2.1741	motu_linkage_group_104
159227541-stool2_revised_scaffold1346_2_gene137112	COG0215	COG0215.OTUcal.v2.1873	motu_linkage_group_161
764588959-stool1_revised_scaffold7572_1_gene151319	COG0533	COG0533.OTUcal.v2.2018	motu_linkage_group_490
158802708-stool2_revised_scaffold23556_1_gene151865	COG0215	COG0215.OTUcal.v2.1433	motu_linkage_group_338
522373.Smlt0398	COG0018	COG0018.OTUcal.v2.959	-
983544.Lacal_0351	COG0215	COG0215.OTUcal.v2.842	-
V1.UC7-0_revised_scaffold29163_1_gene37741	COG0172	COG0172.OTUcal.v2.633	motu_linkage_group_196
707185.G9768_04445	COG0016	COG0016.OTUcal.v2.532	-
543734.LCABL_24300	COG0533	COG0533.OTUcal.v2.684	-
764508039-stool1_revised_scaffold1655_2_gene16997	COG0172	COG0172.OTUcal.v2.1570	motu_linkage_group_119
575564.HMPREF0014_00220	COG0172	COG0172.OTUcal.v2.43	-
702455.NT06LI_1866	COG0495	COG0495.OTUcal.v2.1768	-
706846339-stool1_revised_scaffold55804_1_gene137910	COG0533	COG0533.OTUcal.v2.1572	motu_linkage_group_372
O2.UC23-0_revised_scaffold24676_1_gene23600	COG0541	COG0541.OTUcal.v2.1942	motu_linkage_group_520
1032480.MLP_16360	COG0541	COG0541.OTUcal.v2.682	-
748671.LCRIS_01486	COG0016	COG0016.OTUcal.v2.259	-
765074482-stool2_revised_scaffold12169_1_gene39151	COG0215	COG0215.OTUcal.v2.1819	motu_linkage_group_238
749551.HMPREF9555_01913	COG0541	COG0541.OTUcal.v2.878	-
70601.PH0710	COG0172	COG0172.OTUcal.v2.807	-
160603188-stool1_revised_C1001495_1_gene52028	COG0541	COG0541.OTUcal.v2.2089	-
218493.SBG_2393	COG0541	COG0541.OTUcal.v2.108	-
MH0014_revised_scaffold42946_1_gene62081	COG0012	COG0012.OTUcal.v2.1616	motu_linkage_group_95
MH0052_revised_scaffold39889_2_gene29164	COG0215	COG0215.OTUcal.v2.1797	motu_linkage_group_104
237727.NAP1_02895	COG0552	COG0552.OTUcal.v2.1337	-
203907.Bfl627	COG0552	COG0552.OTUcal.v2.1545	-
416269.APL_0872	COG0495	COG0495.OTUcal.v2.604	-
MH0043_revised_scaffold25377_1_gene27224	COG0525	COG0525.OTUcal.v2.358	motu_linkage_group_100
765135172-stool1_revised_scaffold19676_1_gene96697	COG0016	COG0016.OTUcal.v2.1515	motu_linkage_group_116
MH0081_revised_scaffold51351_1_gene13874	COG0525	COG0525.OTUcal.v2.1766	motu_linkage_group_206
864569.HMPREF9319_0394	COG0525	COG0525.OTUcal.v2.378	-
763678604-stool1_revised_C1204848_1_gene146458	COG0215	COG0215.OTUcal.v2.1798	motu_linkage_group_190
59919.PMM1286	COG0541	COG0541.OTUcal.v2.958	-
312284.A20C1_01511	COG0016	COG0016.OTUcal.v2.1608	-
765701615-stool1_revised_C1438835_1_gene227587	COG0172	COG0172.OTUcal.v2.1682	motu_linkage_group_142
1041826.FCOL_13010	COG0016	COG0016.OTUcal.v2.528	-
626523.GCWU000342_01116	COG0495	COG0495.OTUcal.v2.383	-
160421117-stool1_revised_scaffold3445_2_gene37753	COG0172	COG0172.OTUcal.v2.1488	motu_linkage_group_116
160158126-stool1_revised_scaffold4276_2_gene33948	COG0215	COG0215.OTUcal.v2.420	motu_linkage_group_141
V1.UC9-0_revised_scaffold73652_4_gene68438	COG0016	COG0016.OTUcal.v2.1912	motu_linkage_group_140
644042.JDM1_1164	COG0018	COG0018.OTUcal.v2.1167	-
320771.Cflav_PD1526	COG0495	COG0495.OTUcal.v2.346	-
764325968-stool1_revised_scaffold19844_1_gene53282	COG0215	COG0215.OTUcal.v2.423	motu_linkage_group_213
271848.BTH_II0616	COG0533	COG0533.OTUcal.v2.896	-
357808.RoseRS_3036	COG0215	COG0215.OTUcal.v2.1287	-
764224817-stool2_revised_scaffold33319_1_gene52468	COG0495	COG0495.OTUcal.v2.879	motu_linkage_group_370
MH0069_revised_scaffold20955_1_gene87355	COG0525	COG0525.OTUcal.v2.358	motu_linkage_group_100
MH0055_revised_scaffold21325_6_gene7508	COG0552	COG0552.OTUcal.v2.2076	-
763759525-stool2_revised_scaffold3179_1_gene33087	COG0541	COG0541.OTUcal.v2.392	motu_linkage_group_582
866770.HMPREF9278_1124	COG0495	COG0495.OTUcal.v2.966	-
317025.Tcr_1503	COG0525	COG0525.OTUcal.v2.1178	-
862719.AZOLI_0067	COG0495	COG0495.OTUcal.v2.674	-
159733294-stool1_revised_scaffold26512_1_gene43044	COG0533	COG0533.OTUcal.v2.1786	motu_linkage_group_498
566466.NOR53_3582	COG0018	COG0018.OTUcal.v2.787	-
190304.FN1365	COG0012	COG0012.OTUcal.v2.1363	-
763536994-stool2_revised_scaffold42308_3_gene75989	COG0533	COG0533.OTUcal.v2.1593	motu_linkage_group_119
485918.Cpin_0216	COG0172	COG0172.OTUcal.v2.2	-
MH0069_revised_scaffold41978_1_gene39391	COG0541	COG0541.OTUcal.v2.1822	motu_linkage_group_120
670890.ECLT68_4724	COG0215	COG0215.OTUcal.v2.928	motu_linkage_group_607
246196.MSMEG_1580	COG0533	COG0533.OTUcal.v2.1353	-
O2.UC1-0_revised_scaffold25967_5_gene20185	COG0533	COG0533.OTUcal.v2.1818	motu_linkage_group_63
675816.VIA_000026	COG0552	COG0552.OTUcal.v2.494	-
290402.Cbei_0377	COG0533	COG0533.OTUcal.v2.702	-
160704339-stool1_revised_scaffold25574_1_gene44463	COG0541	COG0541.OTUcal.v2.1762	motu_linkage_group_103
MH0026_revised_scaffold17152_7_gene42513	COG0533	COG0533.OTUcal.v2.1696	motu_linkage_group_206
879296.HMPREF9215_0224	COG0552	COG0552.OTUcal.v2.1670	-
362948.LSL_1072	COG0525	COG0525.OTUcal.v2.35	-
702455.NT06LI_3167	COG0012	COG0012.OTUcal.v2.1589	-
MH0038_revised_scaffold30824_4_gene43769	COG0495	COG0495.OTUcal.v2.1938	motu_linkage_group_72
598659.NAMH_0907	COG0016	COG0016.OTUcal.v2.1630	-
60480.Shewmr4_2839	COG0541	COG0541.OTUcal.v2.1726	-
221360.RS9917_06820	COG0018	COG0018.OTUcal.v2.1303	-
392499.Swit_2656	COG0541	COG0541.OTUcal.v2.915	-
765701615-stool1_revised_scaffold40901_3_gene8869	COG0215	COG0215.OTUcal.v2.2187	motu_linkage_group_568
467705.SGO_1683	COG0172	COG0172.OTUcal.v2.1198	-
663278.Ethha_2637	COG0533	COG0533.OTUcal.v2.967	-
573370.DMR_03770	COG0172	COG0172.OTUcal.v2.433	-
158802708-stool1_revised_C1020845_1_gene178851	COG0525	COG0525.OTUcal.v2.1802	motu_linkage_group_104
240292.Ava_0277	COG0552	COG0552.OTUcal.v2.214	-
479432.Sros_6082	COG0016	COG0016.OTUcal.v2.1635	-
O2.UC1-0_revised_scaffold19802_3_gene20006	COG0018	COG0018.OTUcal.v2.1627	motu_linkage_group_367
398579.Spea_2470	COG0016	COG0016.OTUcal.v2.1404	-
320771.Cflav_PD3252	COG0016	COG0016.OTUcal.v2.343	-
427318.M1627_1645	COG0172	COG0172.OTUcal.v2.1273	-
292415.Tbd_2384	COG0533	COG0533.OTUcal.v2.761	-
426117.M446_5319	COG0016	COG0016.OTUcal.v2.1531	-
519851.UPA6_A0136	COG0215	COG0215.OTUcal.v2.1482	-
158337416-stool1_revised_C1270454_1_gene132457	COG0541	COG0541.OTUcal.v2.1750	motu_linkage_group_104
737052003-stool1_revised_scaffold26477_3_gene15593	COG0533	COG0533.OTUcal.v2.1826	motu_linkage_group_273
412965.COSY_0968	COG0012	COG0012.OTUcal.v2.922	-
411466.ACTODO_01985	COG0018	COG0018.OTUcal.v2.583	-
746360.PFWH6_3584	COG0172	COG0172.OTUcal.v2.1296	-
525282.HMPREF0391_10555	COG0541	COG0541.OTUcal.v2.942	-
320374.BURPSS13_U0033	COG0495	COG0495.OTUcal.v2.901	-
583345.Mmol_1584	COG0016	COG0016.OTUcal.v2.670	-
158337416-stool2_revised_C1038648_1_gene179118	COG0215	COG0215.OTUcal.v2.1918	motu_linkage_group_308
300267.SDY_0564	COG0495	COG0495.OTUcal.v2.940	motu_linkage_group_607
809635352-stool1_revised_scaffold56558_1_gene103345	COG0016	COG0016.OTUcal.v2.1019	motu_linkage_group_201
MH0069_revised_scaffold41697_1_gene27370	COG0018	COG0018.OTUcal.v2.2046	-
137722.AZL_008830	COG0552	COG0552.OTUcal.v2.719	-
314225.ELI_07480	COG0541	COG0541.OTUcal.v2.1093	-
590409.Dd586_2210	COG0018	COG0018.OTUcal.v2.499	-
629262.PSYJA_17566	COG0018	COG0018.OTUcal.v2.1085	-
V1.UC21-0_revised_scaffold5705_5_gene14418	COG0541	COG0541.OTUcal.v2.1763	motu_linkage_group_260
158499257-stool1_revised_scaffold32581_1_gene16929	COG0016	COG0016.OTUcal.v2.2028	-
508703490-stool1_revised_scaffold21763_1_gene88824	COG0016	COG0016.OTUcal.v2.1755	motu_linkage_group_437
749507.HMPREF9510_02044	COG0215	COG0215.OTUcal.v2.436	-
246515023-stool1_revised_scaffold6259_3_gene7203	COG0541	COG0541.OTUcal.v2.428	motu_linkage_group_213
763961826-stool1_revised_scaffold5745_1_gene70115	COG0018	COG0018.OTUcal.v2.352	motu_linkage_group_100
159369152-stool2_revised_scaffold497_1_gene4161	COG0016	COG0016.OTUcal.v2.1796	motu_linkage_group_191
823052294-stool1_revised_scaffold841_1_gene100602	COG0525	COG0525.OTUcal.v2.866	motu_linkage_group_170
1114970.PSF113_5146	COG0495	COG0495.OTUcal.v2.513	-
765701615-stool1_revised_scaffold46809_1_gene58673	COG0525	COG0525.OTUcal.v2.1922	motu_linkage_group_80
765640925-stool1_revised_scaffold1643_1_gene103373	COG0016	COG0016.OTUcal.v2.1791	motu_linkage_group_282
565653.EGBG_02959	COG0012	COG0012.OTUcal.v2.1579	-
MH0063_revised_scaffold6006_1_gene16045	COG0552	COG0552.OTUcal.v2.1894	-
565653.EGBG_02952	COG0172	COG0172.OTUcal.v2.1574	-
MH0080_revised_scaffold21426_2_gene8212	COG0018	COG0018.OTUcal.v2.1423	motu_linkage_group_105
575565.HMPREF0013_02570	COG0016	COG0016.OTUcal.v2.266	-
763820215-stool2_revised_scaffold2590_1_gene51321	COG0172	COG0172.OTUcal.v2.355	motu_linkage_group_100
428128.EUBSIR_00231	COG0016	COG0016.OTUcal.v2.1580	motu_linkage_group_372
764588959-stool1_revised_scaffold23347_1_gene66757	COG0215	COG0215.OTUcal.v2.2124	-
683837.lse_0224	COG0215	COG0215.OTUcal.v2.1570	-
526985.bcere0021_43790	COG0016	COG0016.OTUcal.v2.767	-
MH0060_revised_scaffold8192_3_gene62284	COG0016	COG0016.OTUcal.v2.1816	motu_linkage_group_65
375432.CGSHi22421_03083	COG0525	COG0525.OTUcal.v2.137	motu_linkage_group_705
273123.YPTB0221	COG0552	COG0552.OTUcal.v2.513	-
981368.XACM_2572	COG0016	COG0016.OTUcal.v2.412	-
638754422-stool1_revised_scaffold3993_3_gene52688	COG0016	COG0016.OTUcal.v2.1818	motu_linkage_group_177
764447348-stool2_revised_C798906_1_gene124977	COG0016	COG0016.OTUcal.v2.2090	motu_linkage_group_727
MH0076_revised_scaffold2990_1_gene5873	COG0525	COG0525.OTUcal.v2.866	motu_linkage_group_170
158944319-stool1_revised_scaffold1298_2_gene90953	COG0541	COG0541.OTUcal.v2.51	motu_linkage_group_319
314283.MED297_10626	COG0552	COG0552.OTUcal.v2.146	-
159814214-stool1_revised_C612767_1_gene31981	COG0016	COG0016.OTUcal.v2.1768	motu_linkage_group_103
888059.HMPREF9071_0697	COG0533	COG0533.OTUcal.v2.1156	-
V1.UC9-0_revised_scaffold8737_19_gene41378	COG0495	COG0495.OTUcal.v2.1359	motu_linkage_group_323
585054.EFER_2464	COG0495	COG0495.OTUcal.v2.940	motu_linkage_group_607
306263.Cla_0533	COG0172	COG0172.OTUcal.v2.1565	-
386043.lwe1176	COG0016	COG0016.OTUcal.v2.353	-
159227541-stool3_revised_C751650_1_gene79592	COG0525	COG0525.OTUcal.v2.2013	motu_linkage_group_70
160643649-stool1_revised_C619512_1_gene68987	COG0533	COG0533.OTUcal.v2.1601	motu_linkage_group_109
316279.Syncc9902_1791	COG0172	COG0172.OTUcal.v2.674	-
159814214-stool1_revised_scaffold22803_2_gene2869	COG0495	COG0495.OTUcal.v2.361	motu_linkage_group_100
675811.VFA_001934	COG0215	COG0215.OTUcal.v2.112	-
904293.HMPREF9176_0154	COG0495	COG0495.OTUcal.v2.671	-
281309.BT9727_4191	COG0525	COG0525.OTUcal.v2.766	-
158802708-stool2_revised_scaffold21716_1_gene105967	COG0215	COG0215.OTUcal.v2.200	motu_linkage_group_311
158883629-stool1_revised_C130848_1_gene32737	COG0541	COG0541.OTUcal.v2.1865	motu_linkage_group_176
1133850.SHJG_6153	COG0012	COG0012.OTUcal.v2.237	-
1052585.GYO_4505	COG0012	COG0012.OTUcal.v2.1670	-
197221.tlr1503	COG0525	COG0525.OTUcal.v2.1135	-
V1.CD8-0_revised_scaffold42696_1_gene2781	COG0018	COG0018.OTUcal.v2.652	motu_linkage_group_522
763840445-stool2_revised_scaffold42968_4_gene50450	COG0541	COG0541.OTUcal.v2.1967	motu_linkage_group_357
395960.Rpal_0256	COG0533	COG0533.OTUcal.v2.1605	-
515615.TBAG_00213	COG0018	COG0018.OTUcal.v2.896	-
158337416-stool2_revised_scaffold16028_1_gene178233	COG0172	COG0172.OTUcal.v2.1995	motu_linkage_group_195
445985.BbuZS7_0523	COG0016	COG0016.OTUcal.v2.1181	-
521005.CGSHi7P49H1_03958	COG0495	COG0495.OTUcal.v2.1727	-
376686.Fjoh_0244	COG0541	COG0541.OTUcal.v2.1486	-
159753524-stool2_revised_scaffold2414_2_gene97973	COG0533	COG0533.OTUcal.v2.20	motu_linkage_group_536
V1.UC8-0_revised_scaffold21348_1_gene105661	COG0016	COG0016.OTUcal.v2.1290	motu_linkage_group_249
134676.ACPL_7306	COG0552	COG0552.OTUcal.v2.440	-
565042.BLLJ_1628	COG0172	COG0172.OTUcal.v2.117	motu_linkage_group_589
656449.ERFG_02227	COG0012	COG0012.OTUcal.v2.923	motu_linkage_group_607
MH0079_revised_scaffold17267_6_gene10777	COG0012	COG0012.OTUcal.v2.1691	motu_linkage_group_121
469593.HMPREF9011_00452	COG0018	COG0018.OTUcal.v2.861	motu_linkage_group_170
479437.Elen_1055	COG0012	COG0012.OTUcal.v2.996	motu_linkage_group_804
158499257-stool1_revised_C1451224_1_gene2857	COG0018	COG0018.OTUcal.v2.1785	motu_linkage_group_282
931281.PPUBIRD1_0765	COG0012	COG0012.OTUcal.v2.259	-
321956.LBUL_1748	COG0172	COG0172.OTUcal.v2.1132	-
760142.Hipma_1540	COG0012	COG0012.OTUcal.v2.750	-
159571453-stool1_revised_scaffold744_1_gene56246	COG0016	COG0016.OTUcal.v2.1720	motu_linkage_group_225
888828.HMPREF9417_1314	COG0016	COG0016.OTUcal.v2.1524	motu_linkage_group_705
765701615-stool1_revised_scaffold47216_1_gene38523	COG0012	COG0012.OTUcal.v2.1988	-
765640925-stool1_revised_scaffold21803_1_gene33085	COG0018	COG0018.OTUcal.v2.1143	motu_linkage_group_132
96563.PSTAB_3722	COG0495	COG0495.OTUcal.v2.382	-
1036743.F11_06120	COG0552	COG0552.OTUcal.v2.812	-
410359.Pcal_1806	COG0012	COG0012.OTUcal.v2.17	-
357809.Cphy_1115	COG0172	COG0172.OTUcal.v2.765	-
481448.Minf_1636	COG0215	COG0215.OTUcal.v2.1327	-
410359.Pcal_1802	COG0172	COG0172.OTUcal.v2.16	-
557722.PLES_24931	COG0172	COG0172.OTUcal.v2.767	-
158479027-stool1_revised_C754625_1_gene90228	COG0541	COG0541.OTUcal.v2.1068	motu_linkage_group_396
709032.Sulku_0495	COG0541	COG0541.OTUcal.v2.8	-
533247.CRD_01700	COG0215	COG0215.OTUcal.v2.174	-
62977.ACIAD0164	COG0018	COG0018.OTUcal.v2.1159	-
321955.BlinB_010200001020	COG0495	COG0495.OTUcal.v2.794	-
941770.LfruK3_010100002392	COG0533	COG0533.OTUcal.v2.46	-
234831.PSM_A2405	COG0018	COG0018.OTUcal.v2.899	-
362242.MUL_2034	COG0552	COG0552.OTUcal.v2.444	-
465817.ETA_23470	COG0495	COG0495.OTUcal.v2.648	-
767462.LBHH_0331	COG0215	COG0215.OTUcal.v2.1576	-
V1.UC9-0_revised_scaffold65959_1_gene44821	COG0533	COG0533.OTUcal.v2.460	motu_linkage_group_155
556261.HMPREF0240_04101	COG0552	COG0552.OTUcal.v2.1384	-
198804.BUsg121	COG0016	COG0016.OTUcal.v2.740	-
289376.THEYE_A1204	COG0495	COG0495.OTUcal.v2.824	-
907240.HPGAM_05950	COG0525	COG0525.OTUcal.v2.1453	-
552531.BIF_00707	COG0541	COG0541.OTUcal.v2.270	motu_linkage_group_318
763759525-stool2_revised_scaffold35322_1_gene5353	COG0172	COG0172.OTUcal.v2.1402	motu_linkage_group_338
283165.BQ00770	COG0016	COG0016.OTUcal.v2.331	-
945712.CULC22_01445	COG0541	COG0541.OTUcal.v2.166	-
983548.Krodi_2310	COG0012	COG0012.OTUcal.v2.1217	-
763577454-stool2_revised_scaffold35488_1_gene99038	COG0495	COG0495.OTUcal.v2.1816	motu_linkage_group_225
156586.BBFL7_02122	COG0012	COG0012.OTUcal.v2.169	-
456298.HPS_05403	COG0541	COG0541.OTUcal.v2.244	-
160218816-stool1_revised_scaffold205_1_gene32732	COG0525	COG0525.OTUcal.v2.2091	motu_linkage_group_600
702443.CUY_1915	COG0525	COG0525.OTUcal.v2.182	motu_linkage_group_281
765701615-stool1_revised_scaffold35779_1_gene221019	COG0541	COG0541.OTUcal.v2.425	motu_linkage_group_141
393123.LMHG_12245	COG0016	COG0016.OTUcal.v2.1693	-
591020.SFxv_0706	COG0495	COG0495.OTUcal.v2.940	motu_linkage_group_607
521010.BbiDN127_0517	COG0016	COG0016.OTUcal.v2.1246	-
158337416-stool1_revised_scaffold19800_1_gene31431	COG0016	COG0016.OTUcal.v2.205	motu_linkage_group_311
455488.A2cp1_3450	COG0541	COG0541.OTUcal.v2.239	-
765110.HMPREF9608_02113	COG0552	COG0552.OTUcal.v2.465	-
391038.Bphy_0642	COG0172	COG0172.OTUcal.v2.1074	-
V1.CD2-0_revised_scaffold3962_5_gene24534	COG0016	COG0016.OTUcal.v2.1568	motu_linkage_group_352
1000565.METUNv1_02745	COG0016	COG0016.OTUcal.v2.173	-
553177.CAPSP0001_1328	COG0541	COG0541.OTUcal.v2.125	-
MH0002_revised_scaffold9188_11_gene54385	COG0172	COG0172.OTUcal.v2.1316	motu_linkage_group_323
435838.HMPREF0786_00241	COG0016	COG0016.OTUcal.v2.207	-
MH0062_revised_scaffold2232_7_gene52441	COG0016	COG0016.OTUcal.v2.1904	motu_linkage_group_316
MH0074_revised_scaffold443_12_gene62779	COG0552	COG0552.OTUcal.v2.826	motu_linkage_group_214
MH0065_revised_scaffold15613_1_gene36098	COG0016	COG0016.OTUcal.v2.1872	motu_linkage_group_113
1055530.HPSNT_02925	COG0012	COG0012.OTUcal.v2.1284	-
1105112.RMB_03345	COG0012	COG0012.OTUcal.v2.1060	-
875328.JDM601_1062	COG0012	COG0012.OTUcal.v2.753	-
644282.Deba_3289	COG0172	COG0172.OTUcal.v2.1467	-
694429.Pyrfu_0985	COG0552	COG0552.OTUcal.v2.1321	-
764143897-stool2_revised_scaffold24639_1_gene82277	COG0525	COG0525.OTUcal.v2.1782	motu_linkage_group_284
764669880-stool1_revised_scaffold40_8_gene3429	COG0525	COG0525.OTUcal.v2.1617	motu_linkage_group_109
MH0059_revised_scaffold72735_2_gene22333	COG0012	COG0012.OTUcal.v2.1801	motu_linkage_group_191
350058.Mvan_6054	COG0495	COG0495.OTUcal.v2.1386	-
204536.SULAZ_0581	COG0525	COG0525.OTUcal.v2.306	-
686765762-stool1_revised_scaffold5250_1_gene49755	COG0541	COG0541.OTUcal.v2.839	motu_linkage_group_178
MH0058_revised_scaffold8316_13_gene54395	COG0016	COG0016.OTUcal.v2.1724	motu_linkage_group_158
416348.Hlac_0779	COG0012	COG0012.OTUcal.v2.479	-
391589.RGAI101_653	COG0541	COG0541.OTUcal.v2.1051	-
MH0013_revised_scaffold8143_4_gene3161	COG0541	COG0541.OTUcal.v2.1798	motu_linkage_group_430
526225.Gobs_4155	COG0018	COG0018.OTUcal.v2.1413	-
266779.Meso_1571	COG0525	COG0525.OTUcal.v2.1222	-
160421117-stool1_revised_C316321_1_gene56199	COG0215	COG0215.OTUcal.v2.1799	motu_linkage_group_502
562983.HMPREF0433_00256	COG0215	COG0215.OTUcal.v2.562	-
765135172-stool1_revised_C824370_1_gene29619	COG0525	COG0525.OTUcal.v2.1825	motu_linkage_group_126
344747.PM8797T_01659	COG0525	COG0525.OTUcal.v2.1540	-
469595.CSAG_00438	COG0495	COG0495.OTUcal.v2.1128	-
457387.HMPREF0127_04259	COG0016	COG0016.OTUcal.v2.20	motu_linkage_group_536
186103.spyM18_0827	COG0016	COG0016.OTUcal.v2.723	-
764487809-stool2_revised_scaffold36356_1_gene32187	COG0215	COG0215.OTUcal.v2.1777	motu_linkage_group_394
290315.Clim_0406	COG0525	COG0525.OTUcal.v2.236	-
737052003-stool1_revised_scaffold29419_3_gene15852	COG0215	COG0215.OTUcal.v2.1762	motu_linkage_group_127
MH0075_revised_scaffold4068_3_gene17648	COG0215	COG0215.OTUcal.v2.662	motu_linkage_group_275
402612.FP0072	COG0172	COG0172.OTUcal.v2.87	-
370554.MGAS10750_Spy0672	COG0016	COG0016.OTUcal.v2.723	-
1034808.GIG_02743	COG0016	COG0016.OTUcal.v2.1125	-
575597.HMPREF0508_01896	COG0215	COG0215.OTUcal.v2.255	-
903814.ELI_2885	COG0552	COG0552.OTUcal.v2.1553	-
908340.HMPREF9406_0597	COG0525	COG0525.OTUcal.v2.71	motu_linkage_group_781
330779.Saci_0152	COG0215	COG0215.OTUcal.v2.550	-
935897.HICON_17810	COG0016	COG0016.OTUcal.v2.138	-
764062976-stool1_revised_scaffold2484_2_gene136746	COG0533	COG0533.OTUcal.v2.1338	motu_linkage_group_323
MH0008_revised_scaffold4083_6_gene31968	COG0495	COG0495.OTUcal.v2.361	motu_linkage_group_100
1053692.GYY_02770	COG0495	COG0495.OTUcal.v2.1314	-
273068.TTE0025	COG0172	COG0172.OTUcal.v2.720	-
MH0063_revised_scaffold17245_9_gene21450	COG0215	COG0215.OTUcal.v2.1847	motu_linkage_group_87
319795.Dgeo_0567	COG0495	COG0495.OTUcal.v2.134	-
V1.UC6-0_revised_scaffold55984_1_gene54588	COG0533	COG0533.OTUcal.v2.1773	motu_linkage_group_306
85963.jhp1079	COG0541	COG0541.OTUcal.v2.1452	-
289380.CPR_0645	COG0495	COG0495.OTUcal.v2.125	-
768065.Hqrw_1769	COG0215	COG0215.OTUcal.v2.218	-
159733294-stool1_revised_scaffold1351_1_gene145851	COG0533	COG0533.OTUcal.v2.1513	motu_linkage_group_418
158499257-stool2_revised_scaffold14459_1_gene143980	COG0525	COG0525.OTUcal.v2.1819	motu_linkage_group_502
713604.RAM_41350	COG0012	COG0012.OTUcal.v2.1301	-
643562.Daes_0277	COG0018	COG0018.OTUcal.v2.47	-
264732.Moth_0568	COG0495	COG0495.OTUcal.v2.196	-
69014.TK0506	COG0012	COG0012.OTUcal.v2.1634	-
159268001-stool1_revised_scaffold16967_4_gene144286	COG0172	COG0172.OTUcal.v2.1316	motu_linkage_group_323
1001530.PMSV_120	COG0495	COG0495.OTUcal.v2.557	-
521008.BbuJD1_0599	COG0215	COG0215.OTUcal.v2.1181	-
526226.Gbro_2843	COG0016	COG0016.OTUcal.v2.133	-
592028.GCWU000321_00038	COG0495	COG0495.OTUcal.v2.835	motu_linkage_group_214
592028.GCWU000321_00034	COG0012	COG0012.OTUcal.v2.819	motu_linkage_group_214
767463.STND_0004	COG0012	COG0012.OTUcal.v2.197	motu_linkage_group_741
713600.CWU_02395	COG0525	COG0525.OTUcal.v2.196	-
536233.CLO_0388	COG0495	COG0495.OTUcal.v2.802	-
398511.BpOF4_07110	COG0018	COG0018.OTUcal.v2.574	-
411465.PEPMIC_01461	COG0018	COG0018.OTUcal.v2.839	-
404239096-stool1_revised_scaffold2450_2_gene18644	COG0172	COG0172.OTUcal.v2.20	motu_linkage_group_536
768706.Desor_5229	COG0525	COG0525.OTUcal.v2.653	-
764285508-stool1_revised_scaffold17890_1_gene73612	COG0215	COG0215.OTUcal.v2.1931	motu_linkage_group_712
439493.PB7211_1350	COG0215	COG0215.OTUcal.v2.1139	-
765640925-stool1_revised_scaffold31108_2_gene80038	COG0525	COG0525.OTUcal.v2.1521	motu_linkage_group_116
764669880-stool2_revised_scaffold2357_1_gene757	COG0012	COG0012.OTUcal.v2.1332	motu_linkage_group_271
391591.VSAK1_12405	COG0552	COG0552.OTUcal.v2.1222	-
520999.PROVALCAL_00954	COG0525	COG0525.OTUcal.v2.1604	-
763982056-stool2_revised_scaffold1494_1_gene27361	COG0525	COG0525.OTUcal.v2.1521	motu_linkage_group_116
160218816-stool1_revised_scaffold22645_1_gene72221	COG0533	COG0533.OTUcal.v2.2035	motu_linkage_group_600
476212.BBU94A_0521	COG0016	COG0016.OTUcal.v2.1181	-
430558.FTCG_00085	COG0018	COG0018.OTUcal.v2.1418	-
MH0005_revised_scaffold25252_2_gene6042	COG0552	COG0552.OTUcal.v2.871	motu_linkage_group_370
523850.TON_0666	COG0012	COG0012.OTUcal.v2.1399	-
500633.CLOHIR_01984	COG0495	COG0495.OTUcal.v2.1609	-
756883.Halar_1704	COG0012	COG0012.OTUcal.v2.1531	-
158337416-stool2_revised_C1041364_1_gene150535	COG0018	COG0018.OTUcal.v2.1712	motu_linkage_group_142
561231.Pecwa_2184	COG0016	COG0016.OTUcal.v2.1602	-
528345.NGAG_00219	COG0495	COG0495.OTUcal.v2.1064	-
216591.BCAL2150	COG0215	COG0215.OTUcal.v2.1709	-
763820215-stool1_revised_C754878_1_gene44681	COG0018	COG0018.OTUcal.v2.830	motu_linkage_group_669
596154.Alide2_3850	COG0012	COG0012.OTUcal.v2.1162	-
